idx	C3L-00102	C3L-00819	C3L-01637	C3L-02606	C3L-02610	C3L-02809	C3L-02899	C3L-03123	C3L-04072	C3N-00436	C3N-00518	C3N-02010	C3N-02589	C3N-02768	C3N-03780
ENSG00000225658.1	0.9565	2.4924	2.3696	0	0	2.984	1.9048	2.1681	2.1326	0	1.4701	2.3939	0.9136	1.8538	1.9034
ENSG00000225660.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225661.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225661.7_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225662.2	2.2498	2.9078	3.3757	2.3696	2.8529	1.5678	0	3.0023	2.6081	1.6554	3.4265	3.6643	3.2988	1.451	2.7006
ENSG00000225663.8	10.4117	10.6042	10.3517	10.6117	10.4117	10.0217	9.5718	9.6211	10.2117	10.8117	10.6217	10.0917	10.1517	10.1917	9.7314
ENSG00000225664.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225665.4	1.9343	3.0763	1.0312	2.6316	3.4595	2.7943	3.4628	2.1681	2.7936	1.6554	2.4412	2.0694	2.1791	2.6416	2.3597
ENSG00000225669.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225670.4	5.8332	7.0649	6.9312	6.6311	7.2596	9.0617	7.8622	7.0744	6.5539	7.5011	8.832	7.3112	7.6924	7.9623	5.9734
ENSG00000225671.2	0	0	0	0	0	0	0.9372	0	0	0	0	1.0466	0	0	0
ENSG00000225672.1	0.9565	0	1.6214	0	0	0	0	0	0	0	0	0	0	0.9042	0
ENSG00000225673.3	4.4356	3.901	5.15	4.2284	5.4437	2.5648	4.517	5.101	4.4715	4.9681	3.7534	5.4095	4.0021	5.1269	4.6099
ENSG00000225674.1	4.4556	4.708	4.7194	5.3702	4.6476	4.6424	4.9755	4.8039	4.7398	3.8236	4.6977	4.9587	4.2504	5.5755	4.8939
ENSG00000225675.2	0.9565	0	1.0312	0	0	0.9909	0	0	0	1.057	0	2.3533	1.4638	0	1.2495
ENSG00000225676.2	2.2498	0.948	0	0	1.1699	0.9909	0.9372	0	0	1.6554	1.8756	0	2.433	0.9042	1.2495
ENSG00000225678.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225680.1	3.7281	1.5104	4.2284	3.0542	5.3532	1.5678	2.2183	4.4638	4.3524	3.9141	0.9183	4.0862	3.1605	3.5179	3.5875
ENSG00000225681.2	0.9565	0.948	2.0466	1.6214	0	1.9863	1.9048	1.4627	0	0	0	1.0466	0	1.451	1.9034
ENSG00000225683.6	6.7924	6.1256	6.7712	6.6711	7.6902	5.0722	5.4844	7.2855	7.273	5.6895	6.3535	6.8009	6.883	6.5935	6.4358
ENSG00000225684.4	6.7824	7.2148	6.5911	6.2409	6.5682	7.9818	7.6023	6.4803	5.8354	6.2903	7.1327	5.77	5.7248	7.3527	5.2074
ENSG00000225685.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225689.2	5.0043	5.1869	5.2701	5.19	4.4758	4.7324	5.1651	4.5775	5.1976	5.2387	5.8544	5.2593	5.4953	5.2365	5.5404
ENSG00000225690.1	0.9565	1.9213	1.0312	0	1.1699	0	1.4958	0	2.3843	1.057	0.9183	2.0694	0.9136	0	0
ENSG00000225693.1	4.3758	4.708	4.8095	4.8095	5.2223	2.5648	3.205	4.8655	3.1073	4.9179	4.7874	4.4073	3.0125	3.904	4.6911
ENSG00000225695.1	5.1241	4.379	4.7895	4.499	4.5163	3.823	4.4871	4.381	4.3623	4.9781	4.7874	4.5878	4.5289	4.9576	4.9344
ENSG00000225697.13	8.7219	8.2545	8.5916	8.4716	8.9312	7.6618	8.1021	8.9002	9.012	8.8715	8.4221	8.4715	8.0622	8.3022	8.9109
ENSG00000225698.3	4.8247	7.2948	5.2301	4.3787	4.3949	5.5321	6.8927	3.0023	4.0747	4.7475	3.8427	6.2405	5.3856	7.9423	4.9647
ENSG00000225701.1	0	0	1.0312	0	0	0	0	0	0	0	0	1.6417	0.9136	0	0
ENSG00000225703.1	3.2606	3.2251	4.5491	2.8631	3.4595	3.5033	3.6514	1.8593	2.7838	3.9241	2.0408	3.2519	2.6584	3.2808	4.5998
ENSG00000225705.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225706.2	5.174	5.0971	5.5504	5.21	5.4638	6.102	5.5942	4.7936	6.015	4.5067	5.8444	5.5097	4.8474	5.8847	5.9432
ENSG00000225708.6	1.5218	2.236	0	2.0466	1.8021	1.5678	2.4739	2.1681	1.4258	0	0.9183	1.6417	1.8683	0.9042	0
ENSG00000225710.1	2.5068	2.1277	3.0341	1.6417	0	1.9963	2.3165	0	2.1905	1.0674	0	2.4445	0	0	2.5414
ENSG00000225711.1	4.007	4.5385	4.519	4.519	4.1112	4.0728	3.88	5.1725	4.6802	2.6737	4.091	4.4775	4.4692	3.5179	4.6099
ENSG00000225712.1	0	0	1.0312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225713.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225715.1	4.4356	3.9906	4.6392	4.9197	4.4758	4.1527	4.1287	4.6805	4.4715	4.4264	4.2301	4.6079	4.4095	5.097	4.3455
ENSG00000225716.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225718.2	3.2308	3.1755	3.9276	4.1582	3.5923	3.4234	3.3834	4.0584	3.6097	3.8739	3.7534	3.0101	4.022	2.368	5.4093
ENSG00000225719.2	0.9565	0	1.0312	1.0312	0	0.9909	0	0	0.8857	0	0	0	0.9136	0.9042	0
ENSG00000225720.6	0	1.5104	1.6214	0	0	2.3054	1.4958	0	2.6081	2.6737	1.4701	1.0466	2.1791	2.6416	1.9034
ENSG00000225721.5	2.5068	2.4924	3.225	4.3787	3.4595	4.1527	2.8883	3.0023	3.2449	4.1955	3.476	3.8954	3.7442	0.9042	3.2146
ENSG00000225722.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225723.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225724.1	0.9565	0.948	1.6214	1.0312	0	0	0.9372	1.4627	1.4258	1.057	0.9183	1.0466	0	1.8538	0
ENSG00000225725.4	5.5235	4.7978	5.8607	5.0398	5.172	5.712	5.7439	4.1732	4.0648	4.7073	5.7146	4.3471	4.6881	5.8348	4.5998
ENSG00000225726.1	5.6134	5.1869	5.6105	5.3502	5.6749	5.2322	5.3945	6.5004	5.7856	4.0146	4.8372	6.2005	5.5552	5.9147	6.5663
ENSG00000225727.3	4.007	4.3591	3.9677	4.4489	3.2854	3.6831	3.5819	4.0689	4.0251	4.5669	4.4191	4.5477	4.5786	4.2712	3.8857
ENSG00000225728.2	2.2498	2.236	0	1.0312	2.2479	1.9863	1.4958	2.1681	0.8857	0	0.9183	1.6417	0	0	2.3597
ENSG00000225730.1	1.9343	1.9213	2.0466	1.0312	3.4595	3.6831	2.2183	0	1.825	2.0846	2.4412	2.3939	2.433	0.9042	0
ENSG00000225731.1	4.5553	5.3566	5.3502	5.5204	4.6981	4.1527	4.268	3.2846	4.5212	4.7475	4.6977	5.4496	5.2859	4.9376	3.5875
ENSG00000225733.6	12.0817	12.2342	12.0417	12.1017	12.0019	12.7617	12.3317	11.9522	12.0816	12.0718	12.1716	12.4318	12.3016	12.3816	12.222
ENSG00000225735.1	0	0.948	0	0	0	0.9909	0	0	0	0	0	0	0	0	0
ENSG00000225738.2	2.7346	1.5104	1.0312	1.0312	0	0	0	0	2.1326	0	1.8756	2.3939	0	2.8279	3.8857
ENSG00000225739.1	2.7346	2.9078	4.519	3.5162	2.583	2.984	3.6912	4.3395	2.6081	1.057	0	4.5477	3.4174	2.6416	2.7006
ENSG00000225740.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225741.1	0	0	0	0	0	0	0	0	0.8857	1.057	0.9183	0	0	0	0
ENSG00000225742.6	1.9343	0	1.0312	2.0466	2.2479	0.9909	0	2.6481	1.825	1.057	0	3.0806	2.8451	2.4167	0
ENSG00000225744.1	0	0.5458	0	0	2.2479	0.9909	2.2183	0	0.8857	2.0846	0.9183	0	0	0.9042	1.9034
ENSG00000225746.12	10.6517	11.4842	11.0317	11.4517	10.7817	11.4017	11.5317	11.8321	11.6216	10.8917	11.4517	11.1717	11.4217	11.4217	11.5819
ENSG00000225750.1	0	0	2.0466	0	0	1.9863	1.4958	2.6481	2.1326	2.4101	1.4701	1.0466	1.8683	0	2.3597
ENSG00000225751.2	0.9565	2.4924	3.225	2.6316	3.2854	2.5648	2.2183	3.531	2.1326	3.2698	3.0213	3.0806	1.4638	1.8538	2.7006
ENSG00000225752.1	2.923	2.7197	2.3696	2.3696	1.1699	0.9909	1.4958	0	0.8857	2.0846	2.6669	0	2.6584	2.1636	2.9744
ENSG00000225755.2	0.9565	1.9213	2.3696	1.6214	1.8021	2.3054	2.2183	0	1.825	2.6737	0.9183	1.6417	0.9136	2.1636	2.7006
ENSG00000225756.1	5.8931	5.8259	6.7312	7.1913	5.0108	4.6824	5.1651	8.0985	5.1976	5.1485	5.6647	4.4775	4.6384	5.5555	6.6065
ENSG00000225758.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225759.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225760.2	1.9933	3.0069	3.0039	0	2.6142	3.7331	1.9537	4.2565	1.9304	1.1296	3.5057	2.2115	2.8058	1.9891	3.5049
ENSG00000225761.1	2.5068	1.9213	2.0466	1.0312	1.8021	3.8929	4.3377	1.4627	2.7936	0	1.8756	3.2519	2.433	1.8538	1.2495
ENSG00000225762.1	0.9565	3.0763	2.3696	2.0466	1.8021	0.9909	0.9372	2.6481	2.6081	1.057	1.4701	3.7849	2.6584	0.9042	2.3597
ENSG00000225764.2	5.7133	5.5563	6.1509	5.7606	5.5241	5.4321	5.8538	6.0258	6.1447	5.9299	5.2757	5.9803	6.2039	5.7051	5.7419
ENSG00000225765.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225766.10	4.0269	4.8876	5.0298	4.6893	4.9302	3.5632	2.6612	5.1725	3.9162	4.4364	4.25	4.5176	3.9029	3.6465	4.7317
ENSG00000225767.1	0.9565	1.5104	2.8631	1.6214	0	0.9909	0.9372	0	2.1326	0	1.8756	1.0466	0.9136	0	1.9034
ENSG00000225768.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225769.1	0	0.948	0	0	0	0	0	1.4627	0	0	0	0	0	0	0
ENSG00000225770.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225774.2	5.4037	1.5104	2.0466	5.2401	6.1469	1.5678	6.3431	4.5775	5.4566	1.6554	2.1869	1.0466	1.8683	6.3838	4.1007
ENSG00000225775.1	0	1.5104	1.0312	0	0	0.9909	0	0	0.8857	1.6554	0	1.6417	0	1.8538	0
ENSG00000225777.1	0	0	0	0	0	0.9909	0.9372	0	0	1.057	0	0	0	0	0
ENSG00000225778.5	5.7932	4.8078	5.3502	5.8707	5.7754	4.3026	4.0491	5.9246	4.8094	5.1485	4.7475	4.4775	4.4692	5.097	5.6613
ENSG00000225779.1	1.5218	1.5104	2.6316	1.6214	1.8021	2.7943	0.9372	3.0023	1.4258	0	1.8756	2.3939	0	1.451	3.2146
ENSG00000225781.1	1.5218	1.9213	1.6214	2.8631	3.2854	2.5648	2.7006	0	0.8857	1.6554	2.6669	2.0694	2.1791	1.451	1.2495
ENSG00000225783.8	9.6318	9.9942	9.4917	9.4517	9.1613	9.1617	10.5017	8.4092	9.8518	10.0617	9.8718	8.8616	9.6118	10.9817	9.3712
ENSG00000225785.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225787.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225790.2	2.923	2.9375	4.0078	3.8674	2.3215	2.7943	4.0491	3.2738	3.7777	4.0146	0.9183	4.5578	3.6154	3.904	3.0895
ENSG00000225791.7	7.2922	8.0845	7.5814	7.6614	7.9805	8.0218	7.7222	7.8176	7.5727	7.7813	7.7923	7.7213	7.6724	7.7225	7.479
ENSG00000225792.2	6.013	6.7951	6.331	6.2909	5.4437	5.5821	6.6928	7.0341	7.0932	5.7196	6.2637	6.951	8.1922	6.6734	6.6366
ENSG00000225793.3	7.0023	6.935	6.6811	6.8312	6.3275	8.3018	7.4223	7.5064	6.9134	6.6606	7.4125	7.2211	7.5225	6.8132	6.9978
ENSG00000225794.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225795.1	0.9565	0.948	2.3696	0	2.2479	0.9909	1.4958	2.6481	0.8857	2.0846	0.9183	2.3939	1.4638	0	2.3597
ENSG00000225796.2	5.0443	5.2568	5.0599	5.19	5.6347	5.0722	5.195	4.2149	5.2573	4.9681	4.7874	4.8385	4.9969	5.5057	5.49
ENSG00000225797.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225798.1	4.306	3.6026	4.3787	3.0542	4.3038	3.793	3.9695	5.101	4.0945	2.4101	3.0213	5.2192	4.6384	4.2712	4.5287
ENSG00000225801.1	0.9565	0	0	0	0	0	0	0	0	1.057	0	0	0	0	0
ENSG00000225802.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225803.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225805.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225806.8	6.043	6.6052	5.6105	4.6993	5.0108	5.1122	4.7861	4.8655	5.0184	4.9681	7.4125	5.4796	4.6881	5.4159	4.7621
ENSG00000225807.2	3.3203	2.6011	4.0479	3.3054	3.4595	3.0239	3.4926	5.7625	3.7975	3.4008	2.9227	4.2066	3.546	3.0442	5.1771
ENSG00000225808.1	3.8277	3.8114	4.6392	4.058	4.2126	4.5025	4.6864	4.0689	4.5808	3.421	4.5385	4.1765	4.4095	4.4501	4.1313
ENSG00000225809.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225811.1	0	0	1.0312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225813.1	3.7281	1.9213	3.5162	4.2284	5.4035	3.793	4.0491	3.9117	4.2333	3.2698	5.4153	3.2519	2.6584	3.2808	5.7419
ENSG00000225814.1	0	0	1.0312	0	0	0	0	0	0.8949	0	0	0	0	0.6728	0
ENSG00000225815.2	0	1.5104	0	1.0312	0	0.9909	0.9372	0	0	0	0	0	0	0	1.2495
ENSG00000225816.1	0	0.948	0	0	0	1.5678	0	2.6481	0.8857	1.057	0.9183	0	0	0.9042	0
ENSG00000225818.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225819.1	0	1.9213	0	1.0312	0	0	0.9372	0	0.8857	0	2.1869	1.0466	0	0	0
ENSG00000225822.4	1.5218	2.4924	0	2.0466	2.8529	0.9909	2.2183	3.531	1.4258	3.0983	3.1101	1.6417	2.1889	1.8538	1.2495
ENSG00000225823.1	0	0	0	0	0	0	0.9372	0	0.8857	0	0	0	0	0	0
ENSG00000225825.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225826.2	0	2.236	2.3696	2.6316	3.7555	1.5678	2.7006	2.1681	0	2.0846	0.9183	0	1.4638	4.2017	1.2495
ENSG00000225827.1	0	0	1.0312	0	0	0.9909	0	0	0	0	0	0	0	0	0
ENSG00000225828.1	5.1241	4.2894	5.4203	4.5791	4.6981	2.5648	2.2183	4.2149	3.3631	4.5669	4.5882	3.4028	1.8683	2.4167	4.0086
ENSG00000225830.14	10.8517	10.8042	11.0317	10.7017	11.0818	10.9317	10.8417	11.392	10.9017	10.9717	10.7117	11.2317	11.1717	10.8417	11.0818
ENSG00000225831.1	0.9565	2.236	1.6214	0	0	0	1.9048	2.1681	2.6081	1.6554	1.4701	0	1.4638	0.9042	0
ENSG00000225832.1	0	0	0	1.0312	0	1.5678	1.4958	0	1.4258	1.057	0	0	1.4638	1.8538	0
ENSG00000225833.1	0	0	0	0	0	0	0	0	0.8857	0	0	0	0	0	0
ENSG00000225836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225839.2	0	0	0	1.6214	1.8021	0	0	0	0	0	0.9183	1.0466	0.9136	0.9042	1.9144
ENSG00000225840.2	13.8817	13.4141	15.6617	15.2917	16.2819	8.5117	8.7419	10.5917	8.5422	16.2118	13.2416	9.2216	9.2419	10.5917	15.4821
ENSG00000225842.1	0	0.948	1.6214	1.0312	1.8021	0	0	0	0	0	0	2.0694	2.8451	0.9042	2.3597
ENSG00000225843.1	2.923	2.7197	2.0466	1.6214	0	2.984	2.8883	0	2.9601	1.057	2.8538	1.6417	1.4638	3.5179	1.2495
ENSG00000225846.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225849.2	5.3438	4.1698	5.6205	4.3086	4.9604	3.4434	3.9993	6.0764	5.3171	5.379	4.7575	5.6599	6.3137	4.0627	4.2436
ENSG00000225850.3	2.5266	2.522	2.3898	2.3998	1.1921	0	2.4739	2.1914	1.4447	2.7547	2.4804	0	2.4428	1.4606	0
ENSG00000225851.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225854.2	0	0.948	0	0	0	0	0.9372	1.4627	1.9496	0	0	2.0694	0	0	1.2495
ENSG00000225855.7	7.7121	7.6546	7.5914	7.9515	7.8604	7.1418	7.2125	7.7273	7.5028	7.3811	7.6824	7.5113	7.0329	7.6425	7.4289
ENSG00000225856.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225857.5	1.5218	1.5104	0	0	0	0	0.9372	1.4627	0	0	0.9183	1.6417	0	0.9042	0
ENSG00000225858.1	0	0	0	0	0	0	0	1.4627	0	0	0	1.0466	0	0	0
ENSG00000225864.1	6.9623	6.815	6.9112	7.1313	6.0465	6.8918	6.523	5.7726	6.9633	7.171	7.0228	6.3206	6.7332	7.073	5.752
ENSG00000225867.1	1.9343	0.948	2.8631	2.0466	0	0	1.4958	3.0023	1.4258	1.057	0	2.0694	0.9136	1.451	0
ENSG00000225868.7	4.0867	5.2169	4.2284	5.3802	4.8898	5.0722	4.3377	4.9475	3.9459	4.7475	5.6647	5.4496	5.1862	5.1668	4.9647
ENSG00000225869.4	0	0	1.0312	0	0	0	0.9468	0	0	0	0	0	0	0	0
ENSG00000225870.1	0.9565	0	0	0	1.1699	1.5678	0	1.4627	0	0	1.4701	1.0466	0.9136	0	1.2495
ENSG00000225871.2	7.4721	7.1848	8.0115	6.9412	7.4699	7.1318	7.5423	7.2654	7.4428	7.4311	7.2926	6.8009	7.6824	7.9823	7.5692
ENSG00000225872.4	2.7643	2.9474	3.5765	3.0743	4.6577	0	3.0763	4.2149	2.6471	3.562	3.4562	2.9294	1.4638	2.4167	4.3455
ENSG00000225873.4	4.8247	4.4289	3.9677	5.0599	5.182	3.6931	4.059	3.0023	4.2333	3.562	3.6543	4.4073	4.012	2.995	3.4118
ENSG00000225876.1	1.5218	0.948	2.3696	1.0312	0	0.9909	2.7006	1.4627	1.4258	0	0.9183	1.6417	1.4638	0	2.9744
ENSG00000225877.1	1.5218	3.7119	3.7571	2.6316	2.2479	1.5678	1.4958	0	2.7936	4.1955	0.9183	2.0694	3.7442	2.995	3.4118
ENSG00000225878.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225879.2	3.9173	4.7579	4.6993	4.9197	4.3038	2.3054	5.3347	5.6509	4.4715	5.4291	4.25	5.2593	4.6881	5.097	5.8527
ENSG00000225880.5	7.1822	7.7346	7.1313	7.8315	6.8588	6.4619	6.1434	6.3491	6.7037	7.261	7.4225	6.7709	7.4026	6.9431	6.5563
ENSG00000225881.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225882.1	0	0	0	0	0	0	0	0	0.8857	0	0	0	0	0	0
ENSG00000225883.2	5.3837	0	5.4803	3.5865	4.4253	1.8767	5.2149	1.9075	3.8073	2.4304	2.8242	2.5153	4.7777	1.2138	2.9114
ENSG00000225884.3	0	0	1.0312	0	0	0	0.9372	0	0	0	0	0	0	0	0
ENSG00000225885.7	7.2022	6.7151	6.7512	7.2613	7.2095	5.962	6.7428	7.1246	7.3929	5.8097	6.5233	7.5413	7.3826	6.9231	7.6093
ENSG00000225886.3	0.9565	0.948	1.6214	2.0466	1.8021	0.9909	2.7006	2.6481	2.7936	2.4101	2.8538	1.6417	0.9136	3.2808	1.2495
ENSG00000225889.8	7.6021	7.7146	8.2415	7.7014	7.4499	7.8818	8.0621	6.8128	7.6127	7.3611	6.9129	7.9714	7.7124	8.1522	8.2403
ENSG00000225891.2	5.8631	5.6462	5.9407	5.9407	5.4839	5.4721	5.9836	7.014	5.4068	5.8898	5.9642	5.6699	5.7747	5.8049	5.49
ENSG00000225893.1	6.1628	6.2854	5.7906	6.1509	5.8959	4.6224	4.826	5.6509	6.5339	5.5693	4.6977	6.871	6.2338	5.5555	5.9432
ENSG00000225895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225896.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225898.1	0	0.948	0	0	1.8021	0	1.9048	0	0.8857	0	0	1.0466	0.9136	2.4167	2.3597
ENSG00000225899.8	0	0	0	0	0	0	0	0	1.825	0	0	0	0	0	0
ENSG00000225900.1	3.7281	4.0702	4.7594	3.5162	3.8776	3.6831	4.0491	5.1725	4.0945	4.1955	3.8427	3.8954	3.4174	4.5097	4.4371
ENSG00000225901.1	0	0	2.6316	0	0	2.7943	0.9372	0	0.8857	0	1.4701	0	0	0	0
ENSG00000225903.1	0.9565	2.7197	1.0312	1.6214	1.8021	2.7943	2.4739	1.4627	2.9601	1.057	1.8756	1.6417	1.8683	2.6416	2.7006
ENSG00000225904.1	0	0.948	1.6214	1.0312	1.1699	0	0	0	2.3843	0	0.9183	1.0466	2.1791	0	0
ENSG00000225905.1	1.0244	1.9213	2.4503	1.7532	1.1699	2.3054	1.4958	2.6481	2.1326	2.4101	1.9532	2.0694	1.8683	1.451	3.0372
ENSG00000225906.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225907.1	1.9343	1.5104	2.6316	2.3696	2.583	2.5648	1.9048	3.2846	3.4814	2.6737	1.8756	1.0466	2.6584	0.9042	3.2146
ENSG00000225911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9744
ENSG00000225912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225913.2	1.5218	0.948	2.0466	1.6214	0	0	1.4958	0	1.4258	0	2.4412	0	2.433	0	0
ENSG00000225914.3	12.9217	12.9541	13.1317	13.1017	13.1619	12.7417	12.8516	13.1823	12.8416	12.3918	12.8816	13.0218	12.9116	13.1016	13.112
ENSG00000225916.1	1.9343	0.948	1.0312	2.0466	1.8021	0	2.2183	0	1.825	0	1.4701	1.0466	1.4638	0.9042	0
ENSG00000225918.1	0	0	0	0	0	0	0.9372	2.6481	1.7199	0	0	0	1.8683	0	4.5287
ENSG00000225919.1	0	0	0	0	0	0	0	0	0	1.057	0	0	0	0	0
ENSG00000225920.2	7.1523	7.0249	7.2213	7.0713	7.3898	6.9118	6.8527	6.7121	7.1831	7.251	6.5433	7.4712	7.5525	7.003	7.7095
ENSG00000225921.7	9.5318	9.7743	9.6717	9.8017	9.8215	9.8217	9.5318	9.7912	9.7718	9.7517	9.7618	9.7217	9.9218	9.8018	10.0015
ENSG00000225922.1	0	0	0	0	0	0	0	0	1.4258	1.057	0	0	0	0	0
ENSG00000225923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225924.2	0.9565	2.236	1.0312	1.0312	0	0	0	0	0	0	0	1.0466	0	0	0
ENSG00000225925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225928.2	3.9173	3.8114	4.2284	4.7594	4.3949	3.793	4.0491	4.2149	4.4715	2.6737	3.8427	4.1765	3.7442	4.3308	4.7621
ENSG00000225929.1	3.0917	2.4924	3.0542	1.6214	1.1699	3.793	2.8883	2.1681	0	1.057	3.3077	2.889	1.8683	1.8538	0
ENSG00000225930.4	5.4736	4.6881	5.4603	5.16	5.1015	4.6924	3.9695	7.0442	5.1876	5.1084	4.5783	5.72	5.3856	4.5396	6.6968
ENSG00000225931.3	2.3782	2.8484	2.9536	3.0039	3.1725	2.7045	2.9872	1.676	1.4541	3.8236	2.4412	2.1607	1.9458	2.72	2.6158
ENSG00000225932.3	8.092	6.3754	8.8016	7.8115	9.4714	8.5517	7.9521	7.7373	9.6118	6.7507	7.8123	9.1216	7.3027	9.3119	7.6093
ENSG00000225933.1	2.1708	1.413	1.5301	0	1.2254	1.0903	2.1104	0	2.0169	2.6332	1.7884	0	1.1398	2.4851	0
ENSG00000225934.2	3.2407	2.236	3.5162	3.225	3.0902	3.6831	4.517	4.0689	3.3631	0	2.8538	3.9958	4.6384	4.6689	3.7419
ENSG00000225935.1	0	0	0	0	0	0	0	0	0	0	0.9183	1.0466	0	0	0
ENSG00000225936.1	0	0	1.0312	2.0466	1.8021	3.1537	0.9372	1.4627	1.825	1.057	1.8756	0	1.4638	0.9042	1.9034
ENSG00000225937.3	7.1223	7.7446	7.2413	6.8712	7.0693	8.3518	7.3624	7.1146	6.9933	7.0509	7.7623	6.931	7.7524	7.2128	7.8998
ENSG00000225938.1	2.2498	2.4924	2.3696	2.6316	3.0902	3.4434	2.7006	0	1.4258	2.0846	2.4412	2.6568	2.433	2.4167	0
ENSG00000225940.7	0.9565	1.5104	1.6214	0	0	0.9909	0	0	0.8857	1.6554	0	1.0466	0.9136	1.451	0
ENSG00000225942.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225943.1	0	0	0	0	0	0	0	0	0	0	0	0	0.9136	0	0
ENSG00000225944.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225945.1	0.9565	0	0	0	0	0	0.9372	1.4627	0	1.057	0	1.0466	0.9136	0.9042	1.2495
ENSG00000225947.1	0	0	1.0312	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225948.2	0.9565	0.948	1.6214	1.6214	2.2479	1.5678	2.2183	2.1681	1.825	1.057	2.6669	0	3.0125	2.1636	1.2495
ENSG00000225949.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225950.8	1.9343	1.9213	1.0312	0	0	1.5678	0.9372	0	0	0	3.1694	0	0.9136	0.9042	3.5875
ENSG00000225951.1	3.2407	3.0763	3.0542	3.0542	3.6128	2.7943	3.4827	3.531	3.6887	2.4202	3.6543	3.6643	2.433	3.2808	3.0163
ENSG00000225952.1	1.5218	0	0	1.0312	1.8021	0	0.9372	1.4627	0	1.6554	1.8756	2.0694	0	1.8538	1.2495
ENSG00000225953.3	3.6784	1.5104	1.7532	3.8173	4.8898	3.2836	2.7006	2.6481	2.5107	3.2698	3.7534	3.5437	2.8845	2.6416	5.1367
ENSG00000225956.1	1.9343	2.7197	3.0542	3.9677	3.2854	3.1537	2.7006	2.1681	3.2449	3.421	2.8538	3.6643	3.5361	4.6689	3.2146
ENSG00000225957.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225959.1	0	0	0	0	0	0	0	0	0.8857	0	0	0	0	0	0
ENSG00000225960.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225963.8	7.1123	6.7651	7.4114	6.6911	6.8087	7.0718	7.7622	6.8631	7.0233	7.241	6.833	6.961	6.7731	7.043	6.9276
